window_end,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,packet_rate,byte_rate,syn_count,avg_packet_size
1782967981.426,192.168.1.219,224.0.0.251,5353,5353,UDP,1,107,0.59,62.6,0,107.0
1782967981.426,192.168.1.219,239.255.255.250,55957,1900,UDP,1,167,6.27,1046.87,0,167.0
1782967981.426,192.168.1.221,224.0.0.251,5353,5353,UDP,1,103,0.84,86.37,0,103.0
1782967982.521,192.168.1.219,239.255.255.250,55957,1900,UDP,1,167,0.8,133.17,0,167.0
1782967985.549,192.168.1.145,224.0.0.251,5353,5353,UDP,1,119,5.36,638.2,0,119.0
1782967986.57,192.168.1.145,224.0.0.251,5353,5353,UDP,1,119,0.83,98.56,0,119.0
1782967987.711,192.168.1.225,224.0.0.251,5353,5353,UDP,1,103,0.88,90.27,0,103.0
1782968001.005,192.168.1.147,224.0.0.251,5353,5353,UDP,2,450,2.54,572.04,0,225.0
1782968001.005,192.168.1.221,224.0.0.251,5353,5353,UDP,1,103,1.3,133.43,0,103.0
1782968002.06,192.168.1.147,224.0.0.251,5353,5353,UDP,4,1272,2.17,690.63,0,318.0
1782968002.06,192.168.1.221,224.0.0.251,5353,5353,UDP,1,103,0.55,56.37,0,103.0
1782968003.103,192.168.1.147,224.0.0.251,5353,5353,UDP,1,597,0.99,593.54,0,597.0
1782968005.197,192.168.1.147,224.0.0.251,5353,5353,UDP,1,597,0.81,485.15,0,597.0
1782968006.321,192.168.1.145,224.0.0.251,5353,5353,UDP,1,119,0.89,105.41,0,119.0
1782968008.355,192.168.1.147,224.0.0.251,5353,5353,UDP,1,597,2.75,1641.39,0,597.0
1782968009.376,192.168.1.147,224.0.0.251,5353,5353,UDP,1,597,0.72,431.16,0,597.0
1782968009.376,192.168.1.225,224.0.0.251,5353,5353,UDP,1,119,0.89,105.41,0,119.0
1782968016.481,192.168.1.147,224.0.0.251,5353,5353,UDP,2,1194,4.03,2404.19,0,597.0
1782968017.513,192.168.1.147,224.0.0.251,5353,5353,UDP,2,1194,1.31,781.07,0,597.0
1782968020.539,192.168.1.221,224.0.0.251,5353,5353,UDP,1,103,3.66,376.9,0,103.0
1782968020.539,192.168.1.228,224.0.0.251,5353,5353,UDP,2,206,9.51,979.83,0,103.0
1782968021.618,192.168.1.221,224.0.0.251,5353,5353,UDP,1,103,0.74,76.17,0,103.0
1782968021.618,192.168.1.228,224.0.0.251,5353,5353,UDP,3,309,2.33,239.68,0,103.0
1782968022.689,192.168.1.228,224.0.0.251,5353,5353,UDP,2,206,1.47,151.58,0,103.0
1782968023.739,192.168.1.228,224.0.0.251,5353,5353,UDP,1,103,0.71,73.4,0,103.0
1782968025.763,192.168.1.145,224.0.0.251,5353,5353,UDP,1,119,2.18,259.71,0,119.0
1782968026.8,192.168.1.145,224.0.0.251,5353,5353,UDP,1,119,0.67,79.59,0,119.0
1782968028.826,192.168.1.225,224.0.0.251,5353,5353,UDP,1,119,1.8,214.01,0,119.0
1782968029.851,192.168.1.225,224.0.0.251,5353,5353,UDP,1,119,0.63,75.28,0,119.0
1782968032.882,192.168.1.147,224.0.0.251,5353,5353,UDP,1,597,1.21,724.8,0,597.0
1782968033.894,192.168.1.147,224.0.0.251,5353,5353,UDP,1,597,0.54,325.28,0,597.0
1782968041.061,192.168.1.221,224.0.0.251,5353,5353,UDP,1,103,1.43,147.29,0,103.0
1782968042.09,192.168.1.221,224.0.0.251,5353,5353,UDP,1,103,0.58,59.58,0,103.0
1782968043.11,192.168.1.228,224.0.0.251,5353,5353,UDP,1,103,1.28,131.35,0,103.0
1782968044.132,192.168.1.228,224.0.0.251,5353,5353,UDP,1,103,0.55,57.02,0,103.0
1782968046.171,192.168.1.145,224.0.0.251,5353,5353,UDP,1,119,1.07,127.5,0,119.0
1782968047.205,192.168.1.145,224.0.0.251,5353,5353,UDP,1,119,0.51,60.49,0,119.0
1782968051.245,192.168.1.225,224.0.0.251,5353,5353,UDP,3,304,3.25,329.81,0,101.33
1782968052.265,192.168.1.225,224.0.0.251,5353,5353,UDP,7,764,3.61,393.57,0,109.14
1782968053.283,192.168.1.225,224.0.0.251,5353,5353,UDP,7,801,3.83,438.28,0,114.43
1782968053.283,192.168.1.15,224.0.0.251,5353,5353,UDP,1,100,1.34,134.44,0,100.0
1782968054.323,192.168.1.225,224.0.0.251,5353,5353,UDP,4,460,2.98,342.85,0,115.0
1782968054.323,192.168.1.15,224.0.0.251,5353,5353,UDP,2,200,1.12,112.12,0,100.0
1782968055.358,192.168.1.225,224.0.0.251,5353,5353,UDP,2,238,1.54,183.33,0,119.0
1782968055.358,192.168.1.15,224.0.0.251,5353,5353,UDP,1,100,0.55,54.59,0,100.0
1782968056.395,192.168.1.225,224.0.0.251,5353,5353,UDP,1,119,0.76,90.99,0,119.0
1782968057.437,192.168.1.15,224.0.0.251,5353,5353,UDP,1,100,1.1,109.55,0,100.0
1782968058.48,192.168.1.15,224.0.0.251,5353,5353,UDP,1,100,0.51,51.12,0,100.0
1782968059.524,192.168.1.145,224.0.0.251,5353,5353,UDP,3,304,3.14,318.02,0,101.33
1782968060.549,192.168.1.145,224.0.0.251,5353,5353,UDP,4,423,2.02,213.52,0,105.75
1782968060.549,192.168.1.221,224.0.0.251,5353,5353,UDP,1,103,4.11,423.66,0,103.0
1782968061.602,192.168.1.145,224.0.0.251,5353,5353,UDP,1,119,0.96,114.26,0,119.0
1782968061.602,192.168.1.221,224.0.0.251,5353,5353,UDP,1,103,0.77,79.48,0,103.0
1782968062.664,192.168.1.228,224.0.0.251,5353,5353,UDP,1,103,2.93,301.85,0,103.0
1782968063.753,192.168.1.228,224.0.0.251,5353,5353,UDP,1,103,0.7,72.04,0,103.0
1782968063.753,192.168.1.145,239.255.255.250,50647,1900,UDP,1,167,1.6,266.92,0,167.0
1782968063.753,192.168.1.145,239.255.255.250,59552,1900,UDP,1,167,1.66,277.85,0,167.0
1782968064.852,192.168.1.145,239.255.255.250,50647,1900,UDP,1,167,0.58,96.79,0,167.0
1782968064.852,192.168.1.145,239.255.255.250,59552,1900,UDP,1,167,0.59,98.19,0,167.0
1782968064.852,192.168.1.145,239.255.255.250,37464,1900,UDP,1,167,1.14,191.01,0,167.0
1782968064.852,192.168.1.147,224.0.0.251,5353,5353,UDP,1,597,1.16,694.65,0,597.0
1782968065.934,192.168.1.145,239.255.255.250,37464,1900,UDP,1,167,0.51,85.39,0,167.0
1782968065.934,192.168.1.147,224.0.0.251,5353,5353,UDP,1,597,0.52,307.58,0,597.0
1782968065.934,192.168.1.145,239.255.255.250,41271,1900,UDP,1,167,1.26,210.61,0,167.0
1782968065.934,192.168.1.145,224.0.0.251,5353,5353,UDP,4,476,9.82,1168.69,0,119.0
1782968065.934,192.168.1.15,224.0.0.251,5353,5353,UDP,1,100,2.56,255.59,0,100.0
1782968067.047,192.168.1.145,239.255.255.250,41271,1900,UDP,1,167,0.52,87.62,0,167.0
1782968067.047,192.168.1.145,224.0.0.251,5353,5353,UDP,5,611,3.29,401.88,0,122.2
1782968067.047,192.168.1.15,224.0.0.251,5353,5353,UDP,1,100,0.66,66.47,0,100.0
1782968068.123,192.168.1.145,224.0.0.251,5353,5353,UDP,2,270,1.27,171.52,0,135.0
1782968069.157,192.168.1.145,224.0.0.251,5353,5353,UDP,1,135,0.63,85.3,0,135.0
1782968075.193,192.168.1.145,239.255.255.250,44251,1900,UDP,1,167,6.47,1080.32,0,167.0
1782968076.23,192.168.1.145,239.255.255.250,44251,1900,UDP,1,167,0.84,140.22,0,167.0
1782968076.23,192.168.1.225,224.0.0.251,5353,5353,UDP,1,119,0.93,110.26,0,119.0
1782968081.279,192.168.1.221,224.0.0.251,5353,5353,UDP,1,103,1.1,112.86,0,103.0
1782968116.243,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,0.85,73.84,0,87.0
1782968117.297,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,5.39,468.92,0,87.0
1782968118.332,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,0.82,71.27,0,87.0
1782968119.376,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,3.17,276.01,0,87.0
1782968120.398,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,0.75,65.05,0,87.0
1782968120.398,192.168.1.145,224.0.0.251,5353,5353,UDP,1,119,1.21,144.39,0,119.0
1782968120.398,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,5.45,909.6,0,167.0
1782968121.452,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,2.87,249.48,0,87.0
1782968121.452,192.168.1.145,224.0.0.251,5353,5353,UDP,1,119,0.53,63.37,0,119.0
1782968121.452,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,0.81,134.97,0,167.0
1782968122.527,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,0.7,61.1,0,87.0
1782968122.527,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,3.23,540.08,0,167.0
1782968123.599,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,1.75,152.16,0,87.0
1782968123.599,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,0.72,120.88,0,167.0
1782968124.64,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,0.62,53.94,0,87.0
1782968125.671,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,1.56,135.84,0,87.0
1782968126.704,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,0.6,51.97,0,87.0
1782968126.704,192.168.1.147,224.0.0.251,5353,5353,UDP,4,1272,3.98,1266.15,0,318.0
1782968126.704,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,2.03,338.3,0,167.0
1782968127.766,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,1.38,119.87,0,87.0
1782968127.766,192.168.1.147,224.0.0.251,5353,5353,UDP,4,1644,2.17,891.07,0,411.0
1782968127.766,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,0.64,107.4,0,167.0
1782968128.824,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,0.56,48.77,0,87.0
1782968128.824,192.168.1.147,224.0.0.251,5353,5353,UDP,1,597,0.71,421.46,0,597.0
1782968128.824,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,1.64,273.45,0,167.0
1782968129.893,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,1.24,107.91,0,87.0
1782968129.893,192.168.1.147,224.0.0.251,5353,5353,UDP,1,597,2.12,1264.51,0,597.0
1782968129.893,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,0.6,99.43,0,167.0
1782968130.989,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,0.53,45.73,0,87.0
1782968130.989,192.168.1.147,224.0.0.251,5353,5353,UDP,1,597,0.64,380.63,0,597.0
1782968130.989,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,1.3,216.94,0,167.0
1782968132.097,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,1.04,90.35,0,87.0
1782968132.097,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,0.53,88.93,0,167.0
1782968133.167,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,1.05,175.3,0,167.0
1782968134.203,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,0.5,83.95,0,167.0
1782968134.203,192.168.1.221,224.0.0.251,5353,5353,UDP,2,206,1.78,183.1,0,103.0
1782968134.203,192.168.1.147,224.0.0.251,5353,5353,UDP,1,597,1.28,766.34,0,597.0
1782968135.284,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,6.3,548.17,0,87.0
1782968135.284,192.168.1.147,224.0.0.251,5353,5353,UDP,1,597,0.54,320.97,0,597.0
1782968135.284,192.168.1.225,224.0.0.251,5353,5353,UDP,1,119,1.15,136.28,0,119.0
1782968136.382,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,0.8,69.21,0,87.0
1782968136.382,192.168.1.225,224.0.0.251,5353,5353,UDP,1,119,0.51,60.36,0,119.0
1782968136.382,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,5.92,988.83,0,167.0
1782968137.454,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,2.29,198.82,0,87.0
1782968137.454,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,0.81,134.61,0,167.0
1782968138.502,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,0.67,58.58,0,87.0
1782968139.526,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,3.25,282.79,0,87.0
1782968140.56,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,0.75,64.84,0,87.0
1782968141.597,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,1.72,149.92,0,87.0
1782968141.597,0.0.0.0,255.255.255.255,68,67,UDP,1,352,7.95,2798.48,0,352.0
1782968141.597,192.168.1.147,224.0.0.251,5353,5353,UDP,1,597,9.23,5509.22,0,597.0
1782968141.597,192.168.1.226,224.0.0.251,5353,5353,UDP,1,75,9.23,692.12,0,75.0
1782968141.597,192.168.1.226,224.0.0.252,60513,5355,UDP,1,69,9.23,636.75,0,69.0
1782968142.698,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,0.59,51.73,0,87.0
1782968142.698,0.0.0.0,255.255.255.255,68,67,UDP,1,352,0.81,286.81,0,352.0
1782968142.698,192.168.1.147,224.0.0.251,5353,5353,UDP,1,597,0.83,493.44,0,597.0
1782968142.698,192.168.1.226,224.0.0.251,5353,5353,UDP,4,376,3.31,310.78,0,94.0
1782968142.698,192.168.1.226,224.0.0.252,60513,5355,UDP,1,69,0.83,57.03,0,69.0
1782968142.698,192.168.1.226,192.168.1.255,137,137,UDP,6,660,5.19,571.34,0,110.0
1782968142.698,192.168.1.226,224.0.0.252,60848,5355,UDP,1,69,0.87,59.83,0,69.0
1782968142.698,192.168.1.1,255.255.255.255,67,68,UDP,1,328,0.96,315.13,0,328.0
1782968142.698,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,2.07,344.91,0,167.0
1782968143.856,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,1.35,117.04,0,87.0
1782968143.856,192.168.1.226,224.0.0.251,5353,5353,UDP,1,75,0.84,62.91,0,75.0
1782968143.856,192.168.1.226,192.168.1.255,137,137,UDP,6,660,3.86,424.85,0,110.0
1782968143.856,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,0.61,101.7,0,167.0
1782968143.856,192.168.1.226,224.0.0.252,49698,5355,UDP,2,138,1.68,115.76,0,69.0
1782968144.96,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,0.54,47.1,0,87.0
1782968144.96,192.168.1.226,224.0.0.251,5353,5353,UDP,5,619,4.41,545.79,0,123.8
1782968144.96,192.168.1.226,192.168.1.255,137,137,UDP,6,660,3.28,361.3,0,110.0
1782968144.96,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,1.35,225.11,0,167.0
1782968144.96,192.168.1.226,224.0.0.252,49698,5355,UDP,1,69,0.55,37.79,0,69.0
1782968144.96,192.168.1.226,224.0.0.252,62082,5355,UDP,1,69,0.88,60.84,0,69.0
1782968144.96,192.168.1.226,239.255.255.250,59949,1900,UDP,1,179,2.33,416.86,0,179.0
1782968144.96,192.168.1.1,255.255.255.255,67,68,UDP,1,328,2.67,874.83,0,328.0
1782968144.96,0.0.0.0,255.255.255.255,68,67,UDP,1,352,3.14,1104.47,0,352.0
1782968144.96,192.168.1.226,224.0.0.252,59847,5355,UDP,1,69,3.15,217.16,0,69.0
1782968146.181,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,0.86,75.18,0,87.0
1782968146.181,192.168.1.226,224.0.0.251,5353,5353,UDP,8,1032,5.2,670.76,0,129.0
1782968146.181,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,0.51,85.09,0,167.0
1782968146.181,192.168.1.226,239.255.255.250,59949,1900,UDP,1,179,0.61,108.47,0,179.0
1782968146.181,192.168.1.1,255.255.255.255,67,68,UDP,2,656,1.25,411.09,0,328.0
1782968146.181,0.0.0.0,255.255.255.255,68,67,UDP,1,352,0.65,228.64,0,352.0
1782968146.181,192.168.1.226,224.0.0.252,59847,5355,UDP,1,69,0.65,44.85,0,69.0
1782968146.181,192.168.1.226,224.0.0.252,61025,5355,UDP,1,69,0.75,51.92,0,69.0
1782968146.181,192.168.1.226,224.0.0.252,56064,5355,UDP,1,69,0.75,51.92,0,69.0
1782968146.181,192.168.1.226,224.0.0.252,64660,5355,UDP,1,69,1.06,73.37,0,69.0
1782968146.181,192.168.1.3,10.231.201.145,57647,443,TCP,1,58,1.8,104.46,1,58.0
1782968146.181,192.168.1.3,10.231.201.145,57647,80,TCP,1,54,1.8,97.34,0,54.0
1782968146.181,10.231.201.145,192.168.1.3,80,57647,TCP,1,60,1.83,109.53,0,60.0
1782968147.417,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,3.11,270.6,0,87.0
1782968147.417,192.168.1.3,10.231.201.145,57647,443,TCP,1,58,0.56,32.37,1,58.0
1782968147.417,192.168.1.3,10.231.201.145,57647,80,TCP,1,54,0.56,30.15,0,54.0
1782968147.417,10.231.201.145,192.168.1.3,80,57647,TCP,1,60,0.56,33.63,0,60.0
1782968148.542,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,0.69,60.17,0,87.0
1782968148.542,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,3.11,519.73,0,167.0
1782968149.585,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,1.85,161.19,0,87.0
1782968149.585,192.168.1.221,239.255.255.250,56953,1900,UDP,1,167,0.73,122.36,0,167.0
1782968149.585,0.0.0.0,255.255.255.255,68,67,UDP,1,352,1.02,360.1,0,352.0
1782968149.585,192.168.1.3,192.168.1.1,40492,53,UDP,1,87,1.09,94.45,0,87.0
1782968149.585,192.168.1.1,192.168.1.3,53,40492,UDP,1,164,1.11,182.04,0,164.0
1782968149.585,192.168.1.3,10.231.201.145,57903,111,TCP,1,58,2.48,143.69,1,58.0
1782968149.585,192.168.1.3,10.231.201.145,57903,995,TCP,1,58,2.48,143.84,1,58.0
1782968149.585,192.168.1.3,10.231.201.145,57903,993,TCP,1,58,2.48,144.09,1,58.0
1782968149.585,192.168.1.3,10.231.201.145,57903,443,TCP,1,58,2.49,144.28,1,58.0
1782968149.585,192.168.1.3,10.231.201.145,57903,80,TCP,1,58,2.5,144.81,1,58.0
1782968149.585,192.168.1.3,10.231.201.145,57903,25,TCP,1,58,2.5,145.06,1,58.0
1782968149.585,192.168.1.3,10.231.201.145,57903,23,TCP,1,58,2.51,145.29,1,58.0
1782968149.585,192.168.1.3,10.231.201.145,57903,110,TCP,1,58,2.51,145.6,1,58.0
1782968149.585,192.168.1.3,10.231.201.145,57903,3389,TCP,1,58,2.52,146.01,1,58.0
1782968149.585,192.168.1.3,10.231.201.145,57903,199,TCP,1,58,2.52,146.26,1,58.0
1782968150.948,192.168.1.221,224.0.0.251,5353,5353,UDP,1,87,0.53,45.72,0,87.0
1782968150.948,192.168.1.3,10.231.201.145,57903,111,TCP,1,58,0.57,32.83,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,995,TCP,1,58,0.57,32.84,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,993,TCP,1,58,0.57,32.85,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,443,TCP,1,58,0.57,32.86,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,80,TCP,1,58,0.57,32.89,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,25,TCP,1,58,0.57,32.9,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,23,TCP,1,58,0.57,32.91,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,110,TCP,1,58,0.57,32.93,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,3389,TCP,1,58,0.57,32.95,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,199,TCP,1,58,0.57,32.96,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57905,199,TCP,1,58,1.51,87.33,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57905,3389,TCP,1,58,1.51,87.35,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57905,110,TCP,1,58,1.51,87.38,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57905,23,TCP,1,58,1.51,87.39,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57905,25,TCP,1,58,1.51,87.41,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57905,80,TCP,1,58,1.51,87.42,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57905,443,TCP,1,58,1.51,87.45,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57905,993,TCP,1,58,1.51,87.46,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57905,995,TCP,1,58,1.51,87.48,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57905,111,TCP,1,58,1.51,87.5,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,587,TCP,1,58,1.77,102.86,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,143,TCP,1,58,1.77,102.89,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,53,TCP,1,58,1.78,103.38,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,135,TCP,1,58,1.78,103.41,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,256,TCP,1,58,1.78,103.44,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,21,TCP,1,58,1.78,103.47,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,445,TCP,1,58,1.79,103.55,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,1723,TCP,1,58,1.79,103.58,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,22,TCP,1,58,1.79,103.61,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,1025,TCP,1,58,1.79,103.64,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57908,80,TCP,1,54,2.16,116.67,0,54.0
1782968150.948,192.168.1.3,10.231.201.145,57905,143,TCP,1,58,2.16,125.36,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57905,445,TCP,1,58,2.17,126.08,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57905,21,TCP,1,58,2.17,126.11,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57905,256,TCP,1,58,2.18,126.16,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57905,135,TCP,1,58,2.18,126.19,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57905,53,TCP,1,58,2.18,126.26,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57905,1025,TCP,1,58,2.19,126.98,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57905,22,TCP,1,58,2.19,127.13,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57905,1723,TCP,1,58,2.19,127.2,1,58.0
1782968150.948,10.231.201.145,192.168.1.3,80,57908,TCP,1,60,2.22,133.2,0,60.0
1782968150.948,192.168.1.3,10.231.201.145,57905,587,TCP,1,58,2.24,129.73,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,3306,TCP,1,58,2.24,129.79,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,113,TCP,1,58,2.24,129.84,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,5900,TCP,1,58,2.24,129.89,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,554,TCP,1,58,2.24,129.94,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,8080,TCP,1,58,2.24,129.99,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,139,TCP,1,58,2.24,130.05,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,8888,TCP,1,58,2.24,130.1,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,1720,TCP,1,58,2.24,130.18,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,8290,TCP,1,58,2.25,130.24,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,5631,TCP,1,58,2.25,130.3,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,8181,TCP,1,58,2.25,130.35,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,3369,TCP,1,58,2.25,130.4,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,13722,TCP,1,58,2.25,130.45,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,3128,TCP,1,58,2.25,130.5,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,10025,TCP,1,58,2.25,130.63,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,6,TCP,1,58,2.25,130.69,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,548,TCP,1,58,2.25,130.73,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,1124,TCP,1,58,2.25,130.79,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,1039,TCP,1,58,2.26,130.83,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,1247,TCP,1,58,2.26,130.89,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,9090,TCP,1,58,2.26,130.96,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,5800,TCP,1,58,2.26,131.04,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,16016,TCP,1,58,2.26,131.08,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,5986,TCP,1,58,2.26,131.14,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,5962,TCP,1,58,2.26,131.18,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,3690,TCP,1,58,2.26,131.24,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,60020,TCP,1,58,2.26,131.28,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,1217,TCP,1,58,2.26,131.34,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,16080,TCP,1,58,2.27,131.39,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,1805,TCP,1,58,2.27,131.44,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,20222,TCP,1,58,2.27,131.48,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,1117,TCP,1,58,2.27,131.55,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,52673,TCP,1,58,2.27,131.6,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,3325,TCP,1,58,2.27,131.72,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,20221,TCP,1,58,2.27,131.76,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,100,TCP,1,58,2.27,131.8,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,1218,TCP,1,58,2.27,131.84,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,6001,TCP,1,58,2.27,131.89,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,1121,TCP,1,58,2.27,131.94,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,5862,TCP,1,58,2.28,132.05,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,5802,TCP,1,58,2.28,132.12,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,722,TCP,1,58,2.28,132.17,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,990,TCP,1,58,2.28,132.22,1,58.0
1782968150.948,192.168.1.3,10.231.201.145,57903,8090,TCP,1,58,2.28,132.28,1,58.0
1782968157.542,192.168.1.46,224.0.0.252,63079,5355,UDP,1,75,0.52,39.31,0,75.0
